#Total Fragments: 1000
#Fragments Considered: 667
#Valid Constructs: 619
#Guides Passing: 1278
#Guides Failing: 56
#Constructs Recognized: 344
#Constructs Unrecognized: 275
construct_id	target_a_id	probe_a_id	target_b_id	probe_b_id	A549-CV4-1000_d28_1
ABL1_chr9_133738283__VEGFA_chr6_43742077	ABL1	ABL1_chr9_133738283	VEGFA	VEGFA_chr6_43742077	0
ABL1_chr9_133738283__VHL_chr3_10183791	ABL1	ABL1_chr9_133738283	VHL	VHL_chr3_10183791	0
ABL1_chr9_133738283__WEE1_chr11_9595462	ABL1	ABL1_chr9_133738283	WEE1	WEE1_chr11_9595462	0
ABL1_chr9_133738283__WEE1_chr11_9595542	ABL1	ABL1_chr9_133738283	WEE1	WEE1_chr11_9595542	0
ABL1_chr9_133738283__WEE1_chr11_9595845	ABL1	ABL1_chr9_133738283	WEE1	WEE1_chr11_9595845	0
ABL1_chr9_133738356__ADA_chr20_43280245	ABL1	ABL1_chr9_133738356	ADA	ADA_chr20_43280245	0
ABL1_chr9_133738356__AKT1_chr14_105239609	ABL1	ABL1_chr9_133738356	AKT1	AKT1_chr14_105239609	0
ABL1_chr9_133738356__AKT1_chr14_105239686	ABL1	ABL1_chr9_133738356	AKT1	AKT1_chr14_105239686	0
ABL1_chr9_133738356__AKT1_chr14_105258968	ABL1	ABL1_chr9_133738356	AKT1	AKT1_chr14_105258968	0
ABL1_chr9_133738356__APC_chr5_112043408	ABL1	ABL1_chr9_133738356	APC	APC_chr5_112043408	0
ABL1_chr9_133738356__APC_chr5_112102023	ABL1	ABL1_chr9_133738356	APC	APC_chr5_112102023	0
ABL1_chr9_133738356__ARID1A_chr1_27056286	ABL1	ABL1_chr9_133738356	ARID1A	ARID1A_chr1_27056286	0
ABL1_chr9_133738356__ARID1A_chr1_27056288	ABL1	ABL1_chr9_133738356	ARID1A	ARID1A_chr1_27056288	0
ABL1_chr9_133738356__ARID2_chr12_46123614	ABL1	ABL1_chr9_133738356	ARID2	ARID2_chr12_46123614	0
ABL1_chr9_133738356__ATM_chr11_108098350	ABL1	ABL1_chr9_133738356	ATM	ATM_chr11_108098350	0
ABL1_chr9_133738356__ATM_chr11_108098390	ABL1	ABL1_chr9_133738356	ATM	ATM_chr11_108098390	0
ABL1_chr9_133738356__ATM_chr11_108098402	ABL1	ABL1_chr9_133738356	ATM	ATM_chr11_108098402	0
ABL1_chr9_133738356__BRAF_chr7_140508787	ABL1	ABL1_chr9_133738356	BRAF	BRAF_chr7_140508787	0
ABL1_chr9_133738356__BRAF_chr7_140624501	ABL1	ABL1_chr9_133738356	BRAF	BRAF_chr7_140624501	0
ABL1_chr9_133738356__BRCA1_chr17_41256141	ABL1	ABL1_chr9_133738356	BRCA1	BRCA1_chr17_41256141	0
ABL1_chr9_133738356__BRCA1_chr17_41267735	ABL1	ABL1_chr9_133738356	BRCA1	BRCA1_chr17_41267735	0
ABL1_chr9_133738356__BRD4_chr19_15376361	ABL1	ABL1_chr9_133738356	BRD4	BRD4_chr19_15376361	0
ABL1_chr9_133738356__BTK_chrX_100629565	ABL1	ABL1_chr9_133738356	BTK	BTK_chrX_100629565	0
ABL1_chr9_133738356__CASP8_chr2_202123033	ABL1	ABL1_chr9_133738356	CASP8	CASP8_chr2_202123033	0
ABL1_chr9_133738356__CASP8_chr2_202131404	ABL1	ABL1_chr9_133738356	CASP8	CASP8_chr2_202131404	0
ABL1_chr9_133738356__CDH1_chr16_68772255	ABL1	ABL1_chr9_133738356	CDH1	CDH1_chr16_68772255	0
ABL1_chr9_133738356__CDK4_chr12_58144705	ABL1	ABL1_chr9_133738356	CDK4	CDK4_chr12_58144705	0
ABL1_chr9_133738356__CDK4_chr12_58145497	ABL1	ABL1_chr9_133738356	CDK4	CDK4_chr12_58145497	0
ABL1_chr9_133738356__CDK6_chr7_92244474	ABL1	ABL1_chr9_133738356	CDK6	CDK6_chr7_92244474	0
ABL1_chr9_133738356__CDK6_chr7_92252365	ABL1	ABL1_chr9_133738356	CDK6	CDK6_chr7_92252365	0
ABL1_chr9_133738356__CDK9_chr9_130548409	ABL1	ABL1_chr9_133738356	CDK9	CDK9_chr9_130548409	0
ABL1_chr9_133738356__CDK9_chr9_130548998	ABL1	ABL1_chr9_133738356	CDK9	CDK9_chr9_130548998	0
ABL1_chr9_133738356__CDKN1B_chr12_12871196	ABL1	ABL1_chr9_133738356	CDKN1B	CDKN1B_chr12_12871196	0
ABL1_chr9_133738356__CDKN2A_chr9_21994327	ABL1	ABL1_chr9_133738356	CDKN2A	CDKN2A_chr9_21994327	0
ABL1_chr9_133738356__CHEK1_chr11_125499147	ABL1	ABL1_chr9_133738356	CHEK1	CHEK1_chr11_125499147	0
ABL1_chr9_133738356__DHFR_chr5_79949819	ABL1	ABL1_chr9_133738356	DHFR	DHFR_chr5_79949819	0
ABL1_chr9_133738356__DHFR_chr5_79950216	ABL1	ABL1_chr9_133738356	DHFR	DHFR_chr5_79950216	0
ABL1_chr9_133738356__ERBB2_chr17_37868221	ABL1	ABL1_chr9_133738356	ERBB2	ERBB2_chr17_37868221	0
ABL1_chr9_133738356__FGFR2_chr10_123298215	ABL1	ABL1_chr9_133738356	FGFR2	FGFR2_chr10_123298215	0
ABL1_chr9_133738356__FGFR2_chr10_123353328	ABL1	ABL1_chr9_133738356	FGFR2	FGFR2_chr10_123353328	0
ABL1_chr9_133738356__FGFR3_chr4_1795655	ABL1	ABL1_chr9_133738356	FGFR3	FGFR3_chr4_1795655	0
ABL1_chr9_133738356__FGFR3_chr4_1795735	ABL1	ABL1_chr9_133738356	FGFR3	FGFR3_chr4_1795735	0
ABL1_chr9_133738356__FGFR3_chr4_1795736	ABL1	ABL1_chr9_133738356	FGFR3	FGFR3_chr4_1795736	0
ABL1_chr9_133738356__FLT3_chr13_28636131	ABL1	ABL1_chr9_133738356	FLT3	FLT3_chr13_28636131	0
ABL1_chr9_133738356__FNTA_chr8_42914260	ABL1	ABL1_chr9_133738356	FNTA	FNTA_chr8_42914260	0
ABL1_chr9_133738356__FNTA_chr8_42924781	ABL1	ABL1_chr9_133738356	FNTA	FNTA_chr8_42924781	0
ABL1_chr9_133738356__GATA3_chr10_8097722	ABL1	ABL1_chr9_133738356	GATA3	GATA3_chr10_8097722	0
ABL1_chr9_133738356__GATA3_chr10_8097790	ABL1	ABL1_chr9_133738356	GATA3	GATA3_chr10_8097790	0
ABL1_chr9_133738356__HDAC1_chr1_32757816	ABL1	ABL1_chr9_133738356	HDAC1	HDAC1_chr1_32757816	0
ABL1_chr9_133738356__HDAC1_chr1_32792637	ABL1	ABL1_chr9_133738356	HDAC1	HDAC1_chr1_32792637	0
ABL1_chr9_133738356__HDAC2_chr6_114267214	ABL1	ABL1_chr9_133738356	HDAC2	HDAC2_chr6_114267214	0
ABL1_chr9_133738356__HDAC2_chr6_114292056	ABL1	ABL1_chr9_133738356	HDAC2	HDAC2_chr6_114292056	0
ABL1_chr9_133738356__HDAC6_chrX_48661089	ABL1	ABL1_chr9_133738356	HDAC6	HDAC6_chrX_48661089	0
ABL1_chr9_133738356__HDAC6_chrX_48661385	ABL1	ABL1_chr9_133738356	HDAC6	HDAC6_chrX_48661385	0
ABL1_chr9_133738356__JAK2_chr9_5021970	ABL1	ABL1_chr9_133738356	JAK2	JAK2_chr9_5021970	0
ABL1_chr9_133738356__JAK2_chr9_5050816	ABL1	ABL1_chr9_133738356	JAK2	JAK2_chr9_5050816	0
ABL1_chr9_133738356__KDM5C_chrX_53241022	ABL1	ABL1_chr9_133738356	KDM5C	KDM5C_chrX_53241022	0
ABL1_chr9_133738356__KDM5C_chrX_53254068	ABL1	ABL1_chr9_133738356	KDM5C	KDM5C_chrX_53254068	0
ABL1_chr9_133738356__KDM6A_chrX_44820616	ABL1	ABL1_chr9_133738356	KDM6A	KDM6A_chrX_44820616	0
ABL1_chr9_133738356__KIT_chr4_55524164	ABL1	ABL1_chr9_133738356	KIT	KIT_chr4_55524164	0
ABL1_chr9_133738356__KIT_chr4_55524229	ABL1	ABL1_chr9_133738356	KIT	KIT_chr4_55524229	0
ABL1_chr9_133738356__KMT2D_chr12_49448161	ABL1	ABL1_chr9_133738356	KMT2D	KMT2D_chr12_49448161	0
ABL1_chr9_133738356__KMT2D_chr12_49448168	ABL1	ABL1_chr9_133738356	KMT2D	KMT2D_chr12_49448168	0
ABL1_chr9_133738356__KMT2D_chr12_49448468	ABL1	ABL1_chr9_133738356	KMT2D	KMT2D_chr12_49448468	0
ABL1_chr9_133738356__MAP2K1_chr15_66679728	ABL1	ABL1_chr9_133738356	MAP2K1	MAP2K1_chr15_66679728	0
ABL1_chr9_133738356__MAP3K1_chr5_56111382	ABL1	ABL1_chr9_133738356	MAP3K1	MAP3K1_chr5_56111382	1
ABL1_chr9_133738356__MAP3K1_chr5_56152466	ABL1	ABL1_chr9_133738356	MAP3K1	MAP3K1_chr5_56152466	0
ABL1_chr9_133738356__MET_chr7_116340207	ABL1	ABL1_chr9_133738356	MET	MET_chr7_116340207	0
ABL1_chr9_133738356__MLH1_chr3_37035029	ABL1	ABL1_chr9_133738356	MLH1	MLH1_chr3_37035029	0
ABL1_chr9_133738356__MLH1_chr3_37038179	ABL1	ABL1_chr9_133738356	MLH1	MLH1_chr3_37038179	0
ABL1_chr9_133738356__MSH6_chr2_48018111	ABL1	ABL1_chr9_133738356	MSH6	MSH6_chr2_48018111	0
ABL1_chr9_133738356__MSH6_chr2_48018154	ABL1	ABL1_chr9_133738356	MSH6	MSH6_chr2_48018154	0
ABL1_chr9_133738356__MTOR_chr1_11317010	ABL1	ABL1_chr9_133738356	MTOR	MTOR_chr1_11317010	0
ABL1_chr9_133738356__NF1_chr17_29422308	ABL1	ABL1_chr9_133738356	NF1	NF1_chr17_29422308	0
ABL1_chr9_133738356__NF1_chr17_29483039	ABL1	ABL1_chr9_133738356	NF1	NF1_chr17_29483039	0
ABL1_chr9_133738356__NonTargetingControlGuideForHuman0362	ABL1	ABL1_chr9_133738356	NonTargetingControlGuideForHuman0362	NonTargetingControlGuideForHuman0362	0
ABL1_chr9_133738356__NonTargetingControlGuideForHuman0412	ABL1	ABL1_chr9_133738356	NonTargetingControlGuideForHuman0412	NonTargetingControlGuideForHuman0412	0
ABL1_chr9_133738356__PARP1_chr1_226578249	ABL1	ABL1_chr9_133738356	PARP1	PARP1_chr1_226578249	0
ABL1_chr9_133738356__PARP1_chr1_226595581	ABL1	ABL1_chr9_133738356	PARP1	PARP1_chr1_226595581	0
ABL1_chr9_133738356__PBRM1_chr3_52702516	ABL1	ABL1_chr9_133738356	PBRM1	PBRM1_chr3_52702516	0
ABL1_chr9_133738356__PDGFRA_chr4_55124932	ABL1	ABL1_chr9_133738356	PDGFRA	PDGFRA_chr4_55124932	0
ABL1_chr9_133738356__PDGFRA_chr4_55124963	ABL1	ABL1_chr9_133738356	PDGFRA	PDGFRA_chr4_55124963	0
ABL1_chr9_133738356__PIK3CA_chr3_178919167	ABL1	ABL1_chr9_133738356	PIK3CA	PIK3CA_chr3_178919167	0
ABL1_chr9_133738356__PIK3R1_chr5_67576410	ABL1	ABL1_chr9_133738356	PIK3R1	PIK3R1_chr5_67576410	0
ABL1_chr9_133738356__PRKDC_chr8_48686398	ABL1	ABL1_chr9_133738356	PRKDC	PRKDC_chr8_48686398	0
ABL1_chr9_133738356__PRKDC_chr8_48872683	ABL1	ABL1_chr9_133738356	PRKDC	PRKDC_chr8_48872683	0
ABL1_chr9_133738356__PTEN_chr10_89711868	ABL1	ABL1_chr9_133738356	PTEN	PTEN_chr10_89711868	0
ABL1_chr9_133738356__RB1_chr13_48936969	ABL1	ABL1_chr9_133738356	RB1	RB1_chr13_48936969	0
ABL1_chr9_133738356__ROR1_chr1_64240072	ABL1	ABL1_chr9_133738356	ROR1	ROR1_chr1_64240072	0
ABL1_chr9_133738356__ROR1_chr1_64240143	ABL1	ABL1_chr9_133738356	ROR1	ROR1_chr1_64240143	0
ABL1_chr9_133738356__RPS6KB1_chr17_57970538	ABL1	ABL1_chr9_133738356	RPS6KB1	RPS6KB1_chr17_57970538	0
ABL1_chr9_133738356__RRM2_chr2_10262728	ABL1	ABL1_chr9_133738356	RRM2	RRM2_chr2_10262728	0
ABL1_chr9_133738356__RRM2_chr2_10262957	ABL1	ABL1_chr9_133738356	RRM2	RRM2_chr2_10262957	0
ABL1_chr9_133738356__SETD2_chr3_47205411	ABL1	ABL1_chr9_133738356	SETD2	SETD2_chr3_47205411	0
ABL1_chr9_133738356__SMAD4_chr18_48575673	ABL1	ABL1_chr9_133738356	SMAD4	SMAD4_chr18_48575673	0
ABL1_chr9_133738356__SMAD4_chr18_48586241	ABL1	ABL1_chr9_133738356	SMAD4	SMAD4_chr18_48586241	0
ABL1_chr9_133738356__SMARCA4_chr19_11094851	ABL1	ABL1_chr9_133738356	SMARCA4	SMARCA4_chr19_11094851	0
ABL1_chr9_133738356__SMARCA4_chr19_11095011	ABL1	ABL1_chr9_133738356	SMARCA4	SMARCA4_chr19_11095011	0
ABL1_chr9_133738356__SMARCB1_chr22_24129339	ABL1	ABL1_chr9_133738356	SMARCB1	SMARCB1_chr22_24129339	0
ABL1_chr9_133738356__SMARCB1_chr22_24133993	ABL1	ABL1_chr9_133738356	SMARCB1	SMARCB1_chr22_24133993	0
ABL1_chr9_133738356__SRC_chr20_36022600	ABL1	ABL1_chr9_133738356	SRC	SRC_chr20_36022600	0
ABL1_chr9_133738356__TOP1_chr20_39690055	ABL1	ABL1_chr9_133738356	TOP1	TOP1_chr20_39690055	0
ABL1_chr9_133738356__TOP1_chr20_39690109	ABL1	ABL1_chr9_133738356	TOP1	TOP1_chr20_39690109	0
ABL1_chr9_133738356__TP53_chr17_7577537	ABL1	ABL1_chr9_133738356	TP53	TP53_chr17_7577537	0
ABL1_chr9_133738356__TSC1_chr9_135796748	ABL1	ABL1_chr9_133738356	TSC1	TSC1_chr9_135796748	0
ABL1_chr9_133738356__TSC1_chr9_135796796	ABL1	ABL1_chr9_133738356	TSC1	TSC1_chr9_135796796	0
ABL1_chr9_133738356__TYMS_chr18_657730	ABL1	ABL1_chr9_133738356	TYMS	TYMS_chr18_657730	0
ABL1_chr9_133738356__TYMS_chr18_659656	ABL1	ABL1_chr9_133738356	TYMS	TYMS_chr18_659656	0
ABL1_chr9_133738356__TYMS_chr18_659665	ABL1	ABL1_chr9_133738356	TYMS	TYMS_chr18_659665	0
ABL1_chr9_133738356__VEGFA_chr6_43738425	ABL1	ABL1_chr9_133738356	VEGFA	VEGFA_chr6_43738425	0
ABL1_chr9_133738356__VEGFA_chr6_43742077	ABL1	ABL1_chr9_133738356	VEGFA	VEGFA_chr6_43742077	0
ABL1_chr9_133738356__VEGFA_chr6_43742108	ABL1	ABL1_chr9_133738356	VEGFA	VEGFA_chr6_43742108	0
ABL1_chr9_133738356__VHL_chr3_10183518	ABL1	ABL1_chr9_133738356	VHL	VHL_chr3_10183518	0
ABL1_chr9_133738356__VHL_chr3_10183773	ABL1	ABL1_chr9_133738356	VHL	VHL_chr3_10183773	0
ABL1_chr9_133738356__WEE1_chr11_9595462	ABL1	ABL1_chr9_133738356	WEE1	WEE1_chr11_9595462	0
ADA_chr20_43257696__ABL1_chr9_133738283	ADA	ADA_chr20_43257696	ABL1	ABL1_chr9_133738283	0
ADA_chr20_43257696__ABL1_chr9_133738356	ADA	ADA_chr20_43257696	ABL1	ABL1_chr9_133738356	0
ADA_chr20_43257696__AKT1_chr14_105239609	ADA	ADA_chr20_43257696	AKT1	AKT1_chr14_105239609	0
ADA_chr20_43257696__AKT1_chr14_105258968	ADA	ADA_chr20_43257696	AKT1	AKT1_chr14_105258968	0
ADA_chr20_43257696__ALK_chr2_29541171	ADA	ADA_chr20_43257696	ALK	ALK_chr2_29541171	0
ADA_chr20_43257696__ALK_chr2_29541172	ADA	ADA_chr20_43257696	ALK	ALK_chr2_29541172	0
ADA_chr20_43257696__ALK_chr2_30143522	ADA	ADA_chr20_43257696	ALK	ALK_chr2_30143522	0
ADA_chr20_43257696__ARID1A_chr1_27056288	ADA	ADA_chr20_43257696	ARID1A	ARID1A_chr1_27056288	0
ADA_chr20_43257696__ATM_chr11_108098350	ADA	ADA_chr20_43257696	ATM	ATM_chr11_108098350	0
ADA_chr20_43257696__ATM_chr11_108098402	ADA	ADA_chr20_43257696	ATM	ATM_chr11_108098402	0
ADA_chr20_43257696__BRAF_chr7_140624501	ADA	ADA_chr20_43257696	BRAF	BRAF_chr7_140624501	0
ADA_chr20_43257696__BRCA1_chr17_41256141	ADA	ADA_chr20_43257696	BRCA1	BRCA1_chr17_41256141	0
ADA_chr20_43257696__BRCA1_chr17_41276018	ADA	ADA_chr20_43257696	BRCA1	BRCA1_chr17_41276018	0
ADA_chr20_43257696__BRCA2_chr13_32890586	ADA	ADA_chr20_43257696	BRCA2	BRCA2_chr13_32890586	0
ADA_chr20_43257696__BRCA2_chr13_32914228	ADA	ADA_chr20_43257696	BRCA2	BRCA2_chr13_32914228	0
ADA_chr20_43257696__BRD4_chr19_15376361	ADA	ADA_chr20_43257696	BRD4	BRD4_chr19_15376361	0
ADA_chr20_43257696__BRD4_chr19_15376403	ADA	ADA_chr20_43257696	BRD4	BRD4_chr19_15376403	0
ADA_chr20_43257696__BRD4_chr19_15383894	ADA	ADA_chr20_43257696	BRD4	BRD4_chr19_15383894	0
ADA_chr20_43257696__BTK_chrX_100626613	ADA	ADA_chr20_43257696	BTK	BTK_chrX_100626613	0
ADA_chr20_43257696__BTK_chrX_100629565	ADA	ADA_chr20_43257696	BTK	BTK_chrX_100629565	0
ADA_chr20_43257696__BTK_chrX_100645534	ADA	ADA_chr20_43257696	BTK	BTK_chrX_100645534	0
ADA_chr20_43257696__CASP8_chr2_202131404	ADA	ADA_chr20_43257696	CASP8	CASP8_chr2_202131404	0
ADA_chr20_43257696__CASP8_chr2_202134297	ADA	ADA_chr20_43257696	CASP8	CASP8_chr2_202134297	0
ADA_chr20_43257696__CDH1_chr16_68771300	ADA	ADA_chr20_43257696	CDH1	CDH1_chr16_68771300	0
ADA_chr20_43257696__CDH1_chr16_68772255	ADA	ADA_chr20_43257696	CDH1	CDH1_chr16_68772255	0
ADA_chr20_43257696__CDK4_chr12_58143253	ADA	ADA_chr20_43257696	CDK4	CDK4_chr12_58143253	0
ADA_chr20_43257696__CDK4_chr12_58144705	ADA	ADA_chr20_43257696	CDK4	CDK4_chr12_58144705	0
ADA_chr20_43257696__CDK6_chr7_92244474	ADA	ADA_chr20_43257696	CDK6	CDK6_chr7_92244474	0
ADA_chr20_43257696__CDK6_chr7_92252365	ADA	ADA_chr20_43257696	CDK6	CDK6_chr7_92252365	0
ADA_chr20_43257696__CDK9_chr9_130548998	ADA	ADA_chr20_43257696	CDK9	CDK9_chr9_130548998	0
ADA_chr20_43257696__CDK9_chr9_130550235	ADA	ADA_chr20_43257696	CDK9	CDK9_chr9_130550235	0
ADA_chr20_43257696__CDKN1B_chr12_12870931	ADA	ADA_chr20_43257696	CDKN1B	CDKN1B_chr12_12870931	0
ADA_chr20_43257696__CDKN2A_chr9_21994327	ADA	ADA_chr20_43257696	CDKN2A	CDKN2A_chr9_21994327	0
ADA_chr20_43257696__CHEK1_chr11_125496644	ADA	ADA_chr20_43257696	CHEK1	CHEK1_chr11_125496644	0
ADA_chr20_43257696__CHEK1_chr11_125499147	ADA	ADA_chr20_43257696	CHEK1	CHEK1_chr11_125499147	0
ADA_chr20_43257696__CHEK2_chr22_29090029	ADA	ADA_chr20_43257696	CHEK2	CHEK2_chr22_29090029	0
ADA_chr20_43257696__CHEK2_chr22_29130694	ADA	ADA_chr20_43257696	CHEK2	CHEK2_chr22_29130694	0
ADA_chr20_43257696__DHFR_chr5_79950216	ADA	ADA_chr20_43257696	DHFR	DHFR_chr5_79950216	0
ADA_chr20_43257696__EGFR_chr7_55209986	ADA	ADA_chr20_43257696	EGFR	EGFR_chr7_55209986	0
ADA_chr20_43257696__ERBB2_chr17_37855800	ADA	ADA_chr20_43257696	ERBB2	ERBB2_chr17_37855800	0
ADA_chr20_43257696__FGFR2_chr10_123298118	ADA	ADA_chr20_43257696	FGFR2	FGFR2_chr10_123298118	0
ADA_chr20_43257696__FGFR2_chr10_123298215	ADA	ADA_chr20_43257696	FGFR2	FGFR2_chr10_123298215	0
ADA_chr20_43257696__FGFR3_chr4_1795655	ADA	ADA_chr20_43257696	FGFR3	FGFR3_chr4_1795655	0
ADA_chr20_43257696__FGFR3_chr4_1795736	ADA	ADA_chr20_43257696	FGFR3	FGFR3_chr4_1795736	0
ADA_chr20_43257696__FLT3_chr13_28636172	ADA	ADA_chr20_43257696	FLT3	FLT3_chr13_28636172	0
ADA_chr20_43257696__FLT3_chr13_28674643	ADA	ADA_chr20_43257696	FLT3	FLT3_chr13_28674643	0
ADA_chr20_43257696__HDAC1_chr1_32792601	ADA	ADA_chr20_43257696	HDAC1	HDAC1_chr1_32792601	0
ADA_chr20_43257696__HDAC2_chr6_114267214	ADA	ADA_chr20_43257696	HDAC2	HDAC2_chr6_114267214	0
ADA_chr20_43257696__HSP90AA1_chr14_102551760	ADA	ADA_chr20_43257696	HSP90AA1	HSP90AA1_chr14_102551760	0
ADA_chr20_43257696__HSP90AA1_chr14_102552141	ADA	ADA_chr20_43257696	HSP90AA1	HSP90AA1_chr14_102552141	0
ADA_chr20_43257696__JAK2_chr9_5050721	ADA	ADA_chr20_43257696	JAK2	JAK2_chr9_5050721	0
ADA_chr20_43257696__JAK2_chr9_5050816	ADA	ADA_chr20_43257696	JAK2	JAK2_chr9_5050816	0
ADA_chr20_43257696__KDM5C_chrX_53241021	ADA	ADA_chr20_43257696	KDM5C	KDM5C_chrX_53241021	0
ADA_chr20_43257696__KDM5C_chrX_53241022	ADA	ADA_chr20_43257696	KDM5C	KDM5C_chrX_53241022	0
ADA_chr20_43257696__KDM6A_chrX_44732838	ADA	ADA_chr20_43257696	KDM6A	KDM6A_chrX_44732838	0
ADA_chr20_43257696__KDM6A_chrX_44820615	ADA	ADA_chr20_43257696	KDM6A	KDM6A_chrX_44820615	0
ADA_chr20_43257696__KIT_chr4_55524164	ADA	ADA_chr20_43257696	KIT	KIT_chr4_55524164	0
ADA_chr20_43257696__KMT2D_chr12_49448161	ADA	ADA_chr20_43257696	KMT2D	KMT2D_chr12_49448161	0
ADA_chr20_43257696__KMT2D_chr12_49448168	ADA	ADA_chr20_43257696	KMT2D	KMT2D_chr12_49448168	0
ADA_chr20_43257696__KMT2D_chr12_49448468	ADA	ADA_chr20_43257696	KMT2D	KMT2D_chr12_49448468	0
ADA_chr20_43257696__MAP2K1_chr15_66679756	ADA	ADA_chr20_43257696	MAP2K1	MAP2K1_chr15_66679756	0
ADA_chr20_43257696__MAP3K1_chr5_56111382	ADA	ADA_chr20_43257696	MAP3K1	MAP3K1_chr5_56111382	0
ADA_chr20_43257696__MAP3K1_chr5_56152466	ADA	ADA_chr20_43257696	MAP3K1	MAP3K1_chr5_56152466	0
ADA_chr20_43257696__MAP3K1_chr5_56152485	ADA	ADA_chr20_43257696	MAP3K1	MAP3K1_chr5_56152485	0
ADA_chr20_43257696__MET_chr7_116340188	ADA	ADA_chr20_43257696	MET	MET_chr7_116340188	0
ADA_chr20_43257696__MLH1_chr3_37035029	ADA	ADA_chr20_43257696	MLH1	MLH1_chr3_37035029	0
ADA_chr20_43257696__MLH1_chr3_37038179	ADA	ADA_chr20_43257696	MLH1	MLH1_chr3_37038179	0
ADA_chr20_43257696__MSH6_chr2_48010356	ADA	ADA_chr20_43257696	MSH6	MSH6_chr2_48010356	0
ADA_chr20_43257696__MSH6_chr2_48018111	ADA	ADA_chr20_43257696	MSH6	MSH6_chr2_48018111	0
ADA_chr20_43257696__MTOR_chr1_11317010	ADA	ADA_chr20_43257696	MTOR	MTOR_chr1_11317010	0
ADA_chr20_43257696__MTOR_chr1_11319459	ADA	ADA_chr20_43257696	MTOR	MTOR_chr1_11319459	0
ADA_chr20_43257696__NF1_chr17_29422308	ADA	ADA_chr20_43257696	NF1	NF1_chr17_29422308	0
ADA_chr20_43257696__NF1_chr17_29483038	ADA	ADA_chr20_43257696	NF1	NF1_chr17_29483038	0
ADA_chr20_43257696__NonTargetingControlGuideForHuman0362	ADA	ADA_chr20_43257696	NonTargetingControlGuideForHuman0362	NonTargetingControlGuideForHuman0362	0
ADA_chr20_43257696__NonTargetingControlGuideForHuman0412	ADA	ADA_chr20_43257696	NonTargetingControlGuideForHuman0412	NonTargetingControlGuideForHuman0412	0
ADA_chr20_43257696__PARP1_chr1_226578249	ADA	ADA_chr20_43257696	PARP1	PARP1_chr1_226578249	0
ADA_chr20_43257696__PARP1_chr1_226578301	ADA	ADA_chr20_43257696	PARP1	PARP1_chr1_226578301	0
ADA_chr20_43257696__PIK3CA_chr3_178916614	ADA	ADA_chr20_43257696	PIK3CA	PIK3CA_chr3_178916614	0
ADA_chr20_43257696__PIK3R1_chr5_67576410	ADA	ADA_chr20_43257696	PIK3R1	PIK3R1_chr5_67576410	0
ADA_chr20_43257696__PRKDC_chr8_48686398	ADA	ADA_chr20_43257696	PRKDC	PRKDC_chr8_48686398	0
ADA_chr20_43257696__PTEN_chr10_89653786	ADA	ADA_chr20_43257696	PTEN	PTEN_chr10_89653786	0
ADA_chr20_43257696__PTEN_chr10_89711868	ADA	ADA_chr20_43257696	PTEN	PTEN_chr10_89711868	0
ADA_chr20_43257696__RB1_chr13_48878054	ADA	ADA_chr20_43257696	RB1	RB1_chr13_48878054	0
ADA_chr20_43257696__ROR1_chr1_64240072	ADA	ADA_chr20_43257696	ROR1	ROR1_chr1_64240072	0
ADA_chr20_43257696__ROR1_chr1_64240089	ADA	ADA_chr20_43257696	ROR1	ROR1_chr1_64240089	0
ADA_chr20_43257696__ROR1_chr1_64240143	ADA	ADA_chr20_43257696	ROR1	ROR1_chr1_64240143	0
ADA_chr20_43257696__RRM2_chr2_10262728	ADA	ADA_chr20_43257696	RRM2	RRM2_chr2_10262728	0
ADA_chr20_43257696__RUNX1_chr21_36252860	ADA	ADA_chr20_43257696	RUNX1	RUNX1_chr21_36252860	0
ADA_chr20_43257696__RUNX1_chr21_36252902	ADA	ADA_chr20_43257696	RUNX1	RUNX1_chr21_36252902	0
ADA_chr20_43257696__RUNX1_chr21_36421144	ADA	ADA_chr20_43257696	RUNX1	RUNX1_chr21_36421144	0
ADA_chr20_43257696__SETD2_chr3_47205411	ADA	ADA_chr20_43257696	SETD2	SETD2_chr3_47205411	0
ADA_chr20_43257696__SMAD4_chr18_48575673	ADA	ADA_chr20_43257696	SMAD4	SMAD4_chr18_48575673	0
ADA_chr20_43257696__SMARCA4_chr19_11095011	ADA	ADA_chr20_43257696	SMARCA4	SMARCA4_chr19_11095011	0
ADA_chr20_43257696__SMARCB1_chr22_24129339	ADA	ADA_chr20_43257696	SMARCB1	SMARCB1_chr22_24129339	0
ADA_chr20_43257696__SMARCB1_chr22_24133949	ADA	ADA_chr20_43257696	SMARCB1	SMARCB1_chr22_24133949	0
ADA_chr20_43257696__SMARCB1_chr22_24133993	ADA	ADA_chr20_43257696	SMARCB1	SMARCB1_chr22_24133993	0
ADA_chr20_43257696__SMO_chr7_128828974	ADA	ADA_chr20_43257696	SMO	SMO_chr7_128828974	0
ADA_chr20_43257696__SRC_chr20_36014563	ADA	ADA_chr20_43257696	SRC	SRC_chr20_36014563	0
ADA_chr20_43257696__TOP1_chr20_39690055	ADA	ADA_chr20_43257696	TOP1	TOP1_chr20_39690055	0
ADA_chr20_43257696__TP53_chr17_7577537	ADA	ADA_chr20_43257696	TP53	TP53_chr17_7577537	0
ADA_chr20_43257696__TP53_chr17_7579881	ADA	ADA_chr20_43257696	TP53	TP53_chr17_7579881	0
